"Country Name","Country Code","Year","average_value_Current account balance (BoP, current US$)","average_value_Debt service (PPG and IMF only, % of exports of goods, services and primary income)","average_value_Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)","average_value_Debt service on external debt, total (TDS, current US$)","average_value_Exports of goods, services and primary income (BoP, current US$)","average_value_External debt stocks (% of GNI)","average_value_External debt stocks, long-term (DOD, current US$)","average_value_External debt stocks, private nonguaranteed (PNG) (DOD, current US$)","average_value_External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)","average_value_External debt stocks, short-term (DOD, current US$)","average_value_Foreign direct investment, net inflows (BoP, current US$)","average_value_GNI (current US$)","average_value_Grants, excluding technical cooperation (BoP, current US$)","average_value_IBRD loans and IDA credits (DOD, current US$)","average_value_IFC, private nonguaranteed (NFL, current US$)","average_value_IMF repurchases and charges (TDS, current US$)","average_value_Imports of goods, services and primary income (BoP, current US$)","average_value_Multilateral debt service (% of public and publicly guaranteed debt service)","average_value_Multilateral debt service (TDS, current US$)","average_value_Net ODA received (% of GNI)","average_value_Net ODA received per capita (current US$)","average_value_Net financial flows, IDA (NFL, current US$)","average_value_Net financial flows, IMF concessional (NFL, current US$)","average_value_Net financial flows, IMF nonconcessional (NFL, current US$)","average_value_Net financial flows, RDB concessional (NFL, current US$)","average_value_Net financial flows, bilateral (NFL, current US$)","average_value_Net financial flows, multilateral (NFL, current US$)","average_value_Net financial flows, others (NFL, current US$)","average_value_Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)","average_value_Net official development assistance received (current US$)","average_value_PNG, commercial banks and other creditors (NFL, current US$)","average_value_PPG, IDA (DOD, current US$)","average_value_PPG, official creditors (NFL, current US$)","average_value_Personal remittances, received (current US$)","average_value_Portfolio equity, net inflows (BoP, current US$)","average_value_Present value of external debt (% of GNI)","average_value_Present value of external debt (% of exports of goods, services and primary income)","average_value_Present value of external debt (current US$)","average_value_Public and publicly guaranteed debt service (% of GNI)","average_value_Public and publicly guaranteed debt service (% of exports of goods, services and primary income)","average_value_Short-term debt (% of exports of goods, services and primary income)","average_value_Short-term debt (% of total external debt)","average_value_Short-term debt (% of total reserves)","average_value_Technical cooperation grants (BoP, current US$)","average_value_Total debt service (% of GNI)","average_value_Total debt service (% of exports of goods, services and primary income)","average_value_Total reserves (% of total external debt)","average_value_Total reserves (includes gold, current US$)","average_value_Total reserves in months of imports","average_value_Use of IMF credit (DOD, current US$)"
"Portugal","PRT","1994","-2195757409.18239","","","","27606905665.0253","","","","","","1269714975.99474","99976789855.0725","","","","","35223207114.6117","","","","","","","","","","","","","","","","","3805934326","561968312.608055","","","","","","","","","","","","","21670533104.749","7.38281430225337",""
"South Asia","SAS","2005","","9.38247222407621","18481537442.3","27811124414.1","201903650551.65","18.172558527786","174907357535.7","58031209000","116876148535.7","11631744498.6","10888782987.6084","1046584209136.01","","49707669000","69477419.33","350310971.8","258772205393.768","16.561232484883","3060770382.6","0.861661196770911","5.9373483023559","1759731000","","-22180782.8","400703000","-665927541.6","3565136000","-8709687.2","6201941000","9018010021.65675","2799117000","42193408000","2899207771.2","33909208828.7692","12406227068.4086","","","","1.77825167238689","9.20849890766669","5.78929999095858","6.11581866310102","7.41619405620122","","2.67620889015267","13.7744534772468","82.7243706309515","","7.97057339047012","3652025913.6"
"Sudan","SDN","1993","-202210000","5.38441248671626","17225585.7","20266928.6","376400000","199.120410818321","9489766112.5","496000000","8993766112.5","5424157286","-160000","8025110483.36472","253190000","1211281000","0","3041342.9","663510000","100","17225585.7","5.58123149612628","19.8820683004979","69647000","","","20147497.7","","91378000","","","447899993.896484","","1205025000","91377916.7","75199996.95","0","","","","0.214646087872646","4.57640427736451","1441.06197821467","33.9441","14491.200813415","103440000","0.252543920012209","5.38441248671626","0.234240021842783","37430695.743162","0.676957919123968","922529564.6"
"Senegal","SEN","1976","-92469224.9236583","6.08477342135305","42816140.9","44616140.9","703660398.425797","14.5864817211717","380154052.1","16000000","364154052.1","0","35865169.5878975","2808760857.01556","37330000","69484000","0","","902822991.271543","6.54723975835945","2803275.4","4.20292111223708","23.3421494454649","11496000","","","","8459252.2","15690000","-194969.8","-1200000","118050003.051758","-1200000","54871000","24149505.3","45992790.22","11257561.9826656","","","","1.52437829632439","6.08477342135306","0","0","","56220000","1.5884634958708","6.34057863705467","","","","29545336.9"
"Singapore","SGP","1998","18681506252.4834","","","","153693859849.167","","","","","","5958646073.68738","86992889579.3499","420000","","","","134001240836.878","","","","","","","","","","","","","","","","","","1001612291.25608","","","","","","","","","8960000","","","","75077193404.11","6.72326849529726",""
"Solomon Islands","SLB","1997","-37907509.0856506","0.461545806379347","1059200.3","5721200.3","229489746.274379","26.875155545519","137746423.9","41199000","96547423.9","2200476.9","33871933.2426076","518039226.236918","15960000","29890000","0","","302883418.939854","56.115543018634","594376","8.06695686330425","109.974265431732","2398000","","","-18000","1358209.9","2957000","577034.5","-3670000","41790000.9155273","-3670000","29890000","4315244.4","","0","","","","0.204463339136328","0.461545806379347","0.958856304354923","1.5723","6.05529481471705","18460000","1.10439519060348","2.49300911821991","25.9667882277469","36339715.362031","1.43975060064601","0"
"El Salvador","SLV","1978","-278720000","4.19474938516048","35644010.7","107952815.1","959600000","32.4611223696874","669400248.5","250800000","418600248.5","329000000","23360000","3075680000","4600000","85836000","0","4608804.4","1296760000","48.5158646863497","17293000","1.09471720624204","7.6061530933111","1963000","","-4608804.4","23853400","19521378.2","47958000","8799000","9500000","33669998.1689453","9500000","20813000","67479778.2","67839996.34","2120000","","","","1.15889854276128","3.714465475198","34.2851187994998","32.9527","86.279105853966","7750000","3.50988448408157","11.2497723113797","38.1931590863684","381320595.228302","3.52867696623864","0"
"Seychelles","SYC","1997","-66095387.4670279","","","","379067346.860954","","","","","","53398677.9649215","550703300.638641","5560000","","0","","453038243.520387","","","3.12327904027322","222.455033858942","","","","","","","","","17200000.7629395","","","","218847.040839842","","","","","","","","","","7370000","","","","26323862.5814947","0.697261998288057",""
"Togo","TGO","1981","-44153887.5510845","14.678851377061","70833103.5","88883950.4","490392255.844288","108.572946294427","846420784.8","","846420784.8","113904828.8","10193888.0243794","919647239.278479","17620000","54006000","0","1150846.9","603290485.740285","3.99888139872341","2832531.8","6.7982589179319","22.230819502873","7553000","","8567250.3","2998156.7","-23562856.3","15272000","3744019.2","","62520000.4577637","","50616000","-8291138.4","7864382.267","0","","","","7.7022036792687","14.4441725283874","23.2272894693035","11.4077","","29950000","9.66500486314025","18.1250721928657","","","","38162489.6"
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2000","","9.310193698863","","","121477223329.532","","","","","","6875196028.21047","381972607641.187","","","0","","122260426850.453","","","3.15315282485648","18.1026313732477","1967597388.79","","","","","","","","12044180068.0161","","","","4801332850.70784","4198284888.7271","","","","2.67990758830274","8.71024358428044","23.0560075798266","","87.5095396766376","","3.61898773990141","","17.726013927948","","8.6607987647415",""
"Trinidad and Tobago","TTO","2004","1792858664.5938","","","","7450258664.5938","","","","","","998100000","12882975123.0354","2580000","","","","5713600000","","","-0.0117985167743488","-1.17818952645811","0","","","","","","","","-1519999.98092651","","","","86900000","","","","","","","","","","6940000","","","","3195021782.02602","6.71035098437277",""
"Tuvalu","TUV","2015","-25925734.2108259","","","","38394472.003368","","","","","","300000","55661783.4873413","38720000","","","","82522172.4394696","","","89.1994442419733","4473.37611729695","","","","","","","","","49650001.5258789","","","","1034516.48309728","0","","","","","","","","","9280000","","","","","",""
"Upper middle income","UMC","1979","","","27666955197.4","42819773935.2","","16.8304692796003","189010400410.7","48134100000","140876300410.7","52033223512.6","4324818234.79849","1418580751492.59","","10118517000","0","555373737.8","","7.01258764347993","1940169481.5","0.32650379913872","2.80403622857118","58148000","610000","593748266.3","154360312","1900025366.3","2506970000","283092309","5434000000","4631720047.47391","5434000000","968972000","4406995874.3","3464520401.4074","-540488.30416804","","","","3.74207412854131","","","21.3469046243555","","","5.33678354417542","","26.9676178638802","","7.11168137700388","2707048261.9"
"Upper middle income","UMC","1987","","23.4308388255829","57114373242.3","77887985540","301866853249.892","32.507618698074","527639648966","51891379000","475748269966","76600324947.1","7305535757.61899","1875871311574.47","","52817570571.5","0","5261403297.7","306385084517.563","16.7198009103381","9549409497.3","0.386518522240538","3.88181616419976","407901000","-3681918.1","-1090839288.2","98129336.4","2886908744","4833534000","539076260.5","-1976263000","7250590072.63184","-1976263000","2759468591.5","7720442055.7","7517385651.4261","-63835810.3342561","","","","3.58810221191201","21.8787370348419","29.1395941087566","12.2465593833564","71.9452268524487","","4.94930580845935","27.4568596467318","15.6199715512597","","5.8704532506153","21244478897.4"
"Upper middle income","UMC","1965","","","","","","","","","","","","","","","","","","","","","0.774358318052959","","","","","","","","","959130002.178252","","","","","0","","","","","","","","","","","","","","",""
"Venezuela, RB","VEN","1970","-104000000","3.14451887045535","89084219.6","127384219.6","2833000000","13.5562096003775","1025948522.8","236300000","789648522.8","468000000","-23000000","11020400000","9999.99999999979","216696000","0","","2845000000","39.1691258639033","34893510.1","0.0445537353218768","0.430837946260564","","","","1145000","-3688000","8009000","","41100000","4909999.84741211","41100000","","4321364.6","","0","","","","0.808357406264745","3.14451887045535","16.5195905400635","31.3263","44.7184073290794","5900000","1.15589470073682","4.49644262619132","","1046548900","4.41426601054482",""
"Venezuela, RB","VEN","1989","2161000000","16.7545769563263","2573857594","3832620632.1","15570000000","78.6720189391986","29092775804.4","3923000000","25169775804.4","2289638192.9","213000000","41158822286.2631","3500000","119076000","0","34830038.1","13226000000","1.72954401610146","44516000","0.156807210047572","3.36733824466239","","","973584813.2","-4742000","81830796.1","261994000","","-160000000","64540000.9155273","-160000000","","343824796.1","1000000","0","","","","6.25347726448197","16.5308772896596","14.7054476101477","7.071","26.3121039821185","20960000","9.31178400937665","24.6154183179191","26.8737361674595","8701843814.75543","7.89521592144754","998062466.9"
"British Virgin Islands","VGB","1960","","","","","","","","","","","","","0","","","","","","","","9.93418579558682","","","","","","","","","79999.9982118607","","","","","","","","","","","","","","25890000","","","","","",""
"British Virgin Islands","VGB","1977","","","","","","","","","","","590000","","1700000","","","","","","","","187.677373644263","","","","","","","","","2049999.95231628","","","","","","","","","","","","","","290000","","","","","",""
"Vanuatu","VUT","1985","-10365393.0452167","0.665095778524246","555773.5","1315773.5","83562927.016795","13.3165719338779","6762868.4","","6762868.4","9000000","4625776.26727185","118370274.515857","8450000","179042.5","0","","112875598.971425","6.07044056616589","33737.9","17.7493887843163","161.629062681318","118000","","","351589.6","370934.5","623000","153171.7","","21010000.2288818","","179042.5","993573.3","8735109.329","0","","","","0.469521171825575","0.665095778524246","10.7703264130409","57.0962","84.8235286322893","12180000","1.11157425745747","1.57459000895881","67.3117566621732","10610263.6203866","1.12799546230423",""
"Zimbabwe","ZWE","1988","125128995.885058","26.515057058618","409512087.5","534312322.6","1870518066.69202","36.0532318643907","2360133236","69330000","2290803236","300574353.1","-18033621.8649553","7574784100","131290000","407367097","0","87020235.1","1806459986.57049","17.2070047138718","70464764.2","3.56657034834972","27.4298370609329","5497000","","-78107973.6","4407655","55867432","54294000","14769311.3","18510000","270160003.662109","18510000","60839097","110161653.2","1382946.491","0","","","","5.4062542521839","21.8929768598395","16.0690430342414","11.0062","88.2282474221399","90540000","7.0538290668905","28.5325266372935","12.4746913242863","340678140.938085","2.26306573167902","70246885.7"
"Argentina","ARG","1997","-12138068595.3394","27.6513301036485","9335375521.9","16119704830.6","36490952850.2885","44.742849204167","90395172332.5","23410631000","66984541332.5","31988007695.3","9160272052.4446","286641204400","37030000","5494472000","0","754858308.7","49143879017.4701","13.8806761598409","1295813244.5","0.0346286579223676","2.78371099281531","","","-36828297.2","-2178975.1","-1169303475.1","1103985000","","3760788000","99260002.1362305","2145000000","","-65318450.2","65700000","2319279105.15593","","","","3.25681562127151","25.5827124060045","87.6601053048333","24.9416","142.646948249886","69620000","5.62365235114816","44.1745242902654","17.4848717291305","22424600096.7817","5.47566058156948","5868261813.9"
"Australia","AUS","1962","","","","","","","","","","","","19941762795.3858","","","","","","","","","","","","","","","","","","","","","","","88480014.1674199","","","","","","","","","","","","","1358960800","",""
"Benin","BEN","2008","-538190532.962479","1.5869002099435","26503283.3","30136093.5","1681901189.04517","10.2643414628984","873154614.4","","873154614.4","89346923.3","48210757.8531253","9776380257.70671","411320000","255435000","0","186810.2","2465885421.14684","83.8444778651255","22221539.5","6.51283965966033","73.2121643942852","84119000","","18858413.5","29452198.1","1978556.9","129850000","16278657.2","","636719970.703125","","255435000","131828412.2","207863209.389345","-1795963.95871795","","","","0.271095053602354","1.57579312462738","5.31225757386634","8.9397","","85380000","0.308254105360149","1.79178739490092","","","","36934134.3"
"Benin","BEN","2013","-673366862.290826","3.10938459544134","81381909.5","84342953.7","2651294851.74859","16.261039427186","1610667181.4","","1610667181.4","188224127.1","360343380.324674","12448828492.8112","340320000","557308000","0","1057044.2","3578985940.93451","53.1518548357482","43255994.4","5.30331036842764","65.9896855591572","119759000","","15245830","66943441.9","5395686.8","269181000","82478939.1","","660200012.207031","","557308000","274577067.8","248800533.682454","3790669.01367011","","","","0.653731469969206","3.06951561597635","7.09932835179995","9.2981","","90470000","0.677517195683958","3.18119856206766","","","","225417698.7"
"Bahamas, The","BHS","2008","-1222077999.131","","","","3603116609.6","","","","","","860156197.03","10466660000","","","","","4800590057.731","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","567909087.744537","1.41959821000744",""
"Brazil","BRA","1991","-1450000000","16.6366901685174","5245379350.9","8396020490.2","35842000000","20.5882258640536","93787212951.4","7836905000","85950307951.4","26311969629.6","1103000000","589350000000","48690000","8164643000","0","717543139.3","38806000000","48.1348312446989","2524854498.7","0.0332807329073807","1.29338989195979","","","-567313574.7","-38300000","-607333161.7","-498801000","-38565551.5","274665000","196139999.389648","-123460000","","-1106133713.2","1110000000","578000000","","","","0.8900278868075","14.6347283937838","73.4109972367613","21.685","280.163989794789","157880000","1.42462382119284","23.4250892533899","7.74014031488526","9391631540.11071","2.90417921149638","1237526548.8"
"Central African Republic","CAF","1984","-33446332.8679035","15.5479893842172","14002689.9","24723545.4","151939551.901035","41.9675025323308","215242999.8","","215242999.8","13303413.4","5149252.03381976","628156958.343927","50940000","49090050.6","0","9620855.5","238828255.210608","9.5113303908844","1331842.1","20.9645058758234","53.1354740477481","11907000","","-2505238.4","3966155.1","5110255","23826000","7628099.1","","131690002.441406","","49090050.6","28936270.1","21151.9469","0","","","","2.22917054631006","9.21596103503096","8.75572767824479","5.0464","23.7146426570118","38150000","3.93588657605277","16.2719615074972","21.2796853339864","56097886.8305507","2.81865577995776","35075374.2"
"Canada","CAN","1973","-2056301251.05484","","","","32455398400.9389","","","","","","3184571500.54189","129947894210.579","","","","","34411488692.5409","","","","","","","","","","","","","","","","","","13050921.5967235","","","","","","","","","","","","","7305435935.41762","2.54755706759103",""
"Central Europe and the Baltics","CEB","1994","","","","","98382199813.3051","","","","","","5377514695.24172","307753858443.581","","","0","","105032280384.238","","","0.045988052015695","1.28638387570846","0","","","","","","","","141530004.501342","","","","1457057400.0255","855296965.256136","","","","","","","","","","","","14.2129772146619","","3.78111599287752",""
"Cameroon","CMR","1973","","","24462364.2","29962364.2","","17.5978893468682","265849254.3","22200000","243649254.3","51054.3","3100000","1633547135.07877","11230000","53236000","0","0","","15.7135817641044","3843913.6","3.72685916192919","8.63197529566644","9594000","","0","","13924304.6","20654000","1763244.6","2100000","60880001.0681152","2100000","30112000","34578549.2","","","","","","1.49749974608601","","","0.0192","0.0998066495074812","30650000","1.83419036748855","","19.2377380993216","51153204.9737559","","0"
"Colombia","COL","1991","2348800000","32.8085728451909","3113664797.3","3777994797.3","9490400000","36.9179946735158","15632153215.5","981000000","14651153215.5","1751194732.3","456900000","47086381862.0962","64260000","3741248053.9","0","","8839600000","35.7412135360561","1112861584","0.278997854415607","3.89148405445874","-706000","","","-22880000","-113277888.3","-23294000","-2958000","-132000000","131369995.117188","-132000000","13774000","-136571888.3","881000000","0","","","","6.61266522116547","32.8085728451909","18.4522752708","10.0739","25.6078329240789","87750000","8.02354024219734","39.8085939191183","39.3394416280606","6838512018.92746","9.28346805592216",""
